district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D10,20,61,68,0.25,0.73,0.42,0.56,0.66,0.79,0.24
D9,22,88,77,0.77,0.74,0.8,0.06,0.83,0.65,0.35
D10,15,76,50,0.01,1.0,0.16,0.62,0.32,0.28,0.3
D10,13,101,128,0.22,0.8,0.62,0.81,0.8,0.7,0.26
D7,6,39,44,0.07,0.83,0.51,0.99,0.68,0.29,0.25
D1,18,198,62,0.78,0.95,0.31,0.03,0.35,0.04,0.63
D7,22,70,105,0.76,0.15,0.73,0.66,0.88,0.51,0.25
D10,16,81,114,0.81,0.5,0.55,0.41,0.51,0.49,0.23
D5,8,166,55,0.0,0.58,0.48,0.01,0.65,0.76,0.63
D6,12,90,55,0.5,0.33,0.67,0.61,0.5,0.87,0.41
D10,21,27,102,0.7,0.84,0.8,0.12,0.45,0.35,0.19
D7,4,110,33,0.16,0.76,0.97,0.38,0.85,0.45,0.77
D5,22,40,60,0.65,0.72,0.63,0.26,0.29,0.47,0.23
D7,4,40,54,0.08,1.0,0.87,0.36,0.04,0.32,0.29
D9,9,232,64,0.18,0.26,0.0,0.49,0.88,0.74,0.65
D3,20,54,78,0.48,0.74,0.53,0.36,0.83,0.52,0.22
D8,9,172,90,0.65,0.55,0.21,0.55,0.37,0.91,0.38
D2,6,56,86,0.15,0.31,0.09,0.24,0.19,0.65,0.13
D11,14,61,76,0.19,0.16,0.53,0.64,0.68,0.21,0.24
D7,6,111,90,0.2,0.9,0.75,0.85,0.08,0.16,0.36
D2,14,33,97,0.24,0.6,0.41,0.22,0.42,0.37,0.14
D4,2,72,113,0.23,0.82,0.67,0.51,0.09,0.35,0.24
D7,18,163,61,0.4,0.55,0.49,0.65,0.6,0.41,0.57
D3,9,226,73,0.65,0.22,0.44,0.56,0.03,0.18,0.64
D2,14,39,98,0.44,0.34,0.29,0.37,0.63,0.98,0.12
D11,2,49,117,0.78,0.38,0.38,0.64,0.67,0.15,0.14
D10,5,26,65,0.72,0.97,0.35,0.03,0.49,0.65,0.14
D7,11,57,109,0.13,0.01,0.65,0.37,0.18,0.01,0.21
D1,14,71,44,0.05,0.99,0.12,0.53,0.1,0.41,0.31
D8,5,65,52,0.88,0.98,0.09,0.02,0.31,0.31,0.24
D3,12,31,122,0.08,1.0,0.66,0.51,0.47,0.38,0.17
D12,18,173,97,0.15,0.48,0.55,0.65,0.64,0.5,0.42
D12,2,34,122,0.02,0.96,0.43,0.76,0.0,0.6,0.13
D2,7,238,92,0.63,0.4,0.15,0.11,0.71,0.58,0.49
D3,7,178,70,0.58,0.03,0.41,0.99,0.71,0.63,0.53
D5,22,34,43,0.99,0.22,0.79,0.61,0.44,0.84,0.28
D11,19,171,93,0.89,0.95,0.89,0.36,0.34,0.89,0.49
D8,14,99,44,0.41,0.01,0.7,0.25,0.84,0.74,0.53
D10,3,82,97,0.37,0.55,0.06,0.57,0.78,0.08,0.16
D7,18,156,72,0.3,0.08,0.67,0.88,0.98,0.96,0.51
D7,20,112,82,0.15,0.29,0.24,0.52,0.37,0.95,0.29
D12,2,71,92,0.14,0.09,0.32,0.66,0.91,0.71,0.2
D7,12,92,82,0.13,0.86,0.2,0.36,0.09,0.52,0.24
D8,7,186,105,0.11,0.59,0.78,0.39,0.41,0.25,0.46
D1,22,71,72,0.24,0.9,0.65,0.29,0.47,0.76,0.3
D4,15,26,71,0.31,0.69,0.61,0.71,0.44,0.88,0.18
D6,12,23,98,0.96,0.97,0.67,0.36,0.63,0.67,0.16
D9,2,24,104,0.58,0.51,0.24,0.19,0.17,0.63,0.09
D2,15,111,109,0.99,0.64,0.44,0.37,0.87,0.19,0.26
D1,8,170,103,0.37,0.58,0.63,0.85,0.55,0.36,0.41
D10,13,113,33,0.46,0.48,0.64,0.74,0.9,0.72,0.72
D12,12,21,96,0.32,0.85,0.79,0.33,0.0,0.02,0.18
D2,20,40,99,0.18,0.64,0.29,0.91,0.63,0.64,0.13
D7,6,62,111,0.14,0.8,0.77,0.07,0.41,0.77,0.24
D3,14,88,38,0.95,0.79,0.44,0.05,0.51,0.33,0.49
D10,6,103,57,0.99,0.19,0.67,0.13,0.74,0.08,0.45
D2,5,45,111,0.04,0.65,0.46,0.12,0.23,0.82,0.16
D11,1,102,32,0.15,0.2,0.95,0.09,0.2,0.14,0.74
D7,8,202,85,0.42,0.58,0.18,0.66,0.7,0.37,0.46
D2,21,114,78,0.19,0.68,0.68,0.6,0.52,0.71,0.39
D3,23,36,92,0.36,1.0,0.58,0.65,0.23,0.82,0.18
D11,16,74,52,0.13,0.03,0.17,0.69,0.48,0.86,0.29
D7,4,53,98,0.46,0.09,0.07,0.76,0.46,0.53,0.11
D4,11,34,76,0.27,0.08,0.8,0.21,0.69,0.48,0.23
D1,0,22,112,0.35,0.4,0.16,0.62,0.0,0.85,0.06
D5,9,157,52,0.09,0.82,0.19,0.58,0.59,0.56,0.57
D12,10,23,117,0.43,0.84,0.98,0.94,0.61,0.58,0.21
D9,15,50,74,0.98,0.74,0.72,0.23,0.75,0.43,0.25
D8,13,78,74,0.33,0.9,0.25,0.06,0.89,0.37,0.23
D12,7,204,86,0.88,0.32,0.59,0.65,0.44,0.48,0.53
D9,23,84,38,0.84,0.09,0.53,0.74,0.34,0.36,0.49
D10,16,36,94,0.95,0.06,0.84,0.28,0.1,0.34,0.22
D9,17,132,96,0.79,0.85,0.73,0.57,0.34,0.99,0.38
D7,11,45,82,0.66,0.73,0.83,0.06,0.07,0.34,0.25
D4,16,50,55,0.86,0.7,0.21,0.96,0.8,0.26,0.2
D5,13,42,59,0.08,0.34,0.64,0.11,0.81,0.35,0.24
D1,15,29,101,0.46,0.38,0.04,0.07,0.42,0.59,0.06
D1,13,108,93,0.99,0.96,0.07,0.04,0.26,0.91,0.22
D3,8,151,64,0.77,0.06,0.71,0.43,0.12,0.79,0.55
D8,3,75,103,0.96,0.77,0.02,0.1,0.85,0.84,0.13
D2,22,39,76,0.78,0.31,0.58,0.74,0.88,0.86,0.2
D4,10,106,82,0.87,0.04,0.84,0.9,0.27,0.92,0.39
D2,5,72,30,0.71,0.74,0.38,0.26,0.62,0.24,0.49
D5,14,21,87,0.76,0.33,0.04,0.63,0.26,0.46,0.05
D9,4,38,91,0.52,0.72,0.71,0.04,0.23,0.39,0.2
D1,10,97,101,0.92,0.71,0.93,0.39,0.02,0.38,0.34
D5,17,231,61,0.83,0.53,0.72,0.29,0.58,0.65,0.81
D9,12,45,56,0.84,0.78,0.58,0.23,0.15,0.4,0.25
D1,10,48,44,0.67,0.58,0.23,0.64,0.01,0.62,0.24
D9,13,65,30,0.3,0.29,0.02,0.13,0.1,0.38,0.39
D8,17,189,92,0.04,0.73,0.69,0.86,0.31,0.31,0.5
D4,18,221,106,0.94,0.59,0.23,0.66,0.67,0.35,0.42
D12,23,22,47,0.59,0.01,0.86,0.71,0.2,0.8,0.24
D11,14,71,89,0.3,0.9,0.47,0.94,0.89,0.6,0.23
D10,8,163,81,0.15,0.55,0.53,0.94,0.29,0.97,0.46
D5,7,222,74,0.83,0.87,0.75,0.55,0.33,0.83,0.68
D5,19,189,75,0.84,0.88,0.78,0.5,0.22,0.49,0.59
D11,0,91,48,0.81,0.44,0.64,0.34,0.25,0.24,0.45
D12,3,41,122,0.65,0.51,0.94,0.72,0.07,0.67,0.23
D6,13,52,67,0.37,0.42,0.98,0.54,0.29,0.73,0.32
D7,1,54,96,0.3,0.45,0.95,0.93,0.86,0.46,0.27
D8,15,102,39,0.01,0.9,0.82,0.24,0.69,0.23,0.61
D8,2,110,44,0.83,0.79,0.71,0.31,0.88,0.56,0.57
D11,7,140,96,0.09,0.13,0.66,0.32,0.1,0.25,0.38
D2,5,109,53,0.63,0.61,0.1,0.81,0.46,0.94,0.39
D9,15,96,125,0.5,1.0,0.27,0.1,0.23,0.63,0.19
D7,23,23,42,0.53,0.6,0.01,0.46,0.72,0.29,0.1
D4,15,92,86,0.93,0.79,0.14,0.43,0.97,0.22,0.22
D4,6,117,66,0.03,0.77,0.44,0.07,0.82,0.72,0.4
D11,12,67,100,0.77,0.35,0.15,0.41,0.04,0.71,0.15
D8,12,20,89,0.05,0.37,0.9,0.51,0.32,0.6,0.2
D4,4,31,50,0.04,0.72,0.81,0.07,0.03,0.61,0.26
D6,19,140,93,0.43,0.5,0.07,0.51,0.04,0.6,0.28
D5,21,77,73,0.06,0.57,0.25,0.96,0.08,0.36,0.24
D3,17,207,83,0.79,0.71,0.82,0.98,0.28,0.94,0.6
D10,14,53,54,0.53,0.78,0.8,0.53,0.3,0.48,0.32
D11,17,133,101,0.03,0.27,0.95,0.52,0.4,0.02,0.41
D2,1,109,45,0.04,0.15,1.0,0.29,0.4,0.35,0.61
D9,9,139,94,0.61,0.29,0.98,1.0,0.77,0.13,0.44
D10,22,85,64,0.81,0.51,0.41,0.27,0.14,0.36,0.31
D9,12,102,35,0.44,0.34,0.25,0.45,0.16,0.61,0.56
D1,17,148,108,0.55,0.57,0.76,0.0,0.63,0.02,0.39
D10,14,72,37,0.8,0.05,0.3,0.35,0.57,0.87,0.4
D3,11,97,39,0.61,0.51,0.81,0.07,0.15,0.61,0.59
D8,14,86,67,0.22,0.37,0.53,0.74,0.85,0.3,0.33
D6,12,48,44,0.61,0.53,0.79,0.56,0.33,0.31,0.34
D5,17,216,72,0.63,0.42,0.28,0.57,0.37,0.47,0.59
D5,14,101,75,0.73,0.28,0.51,0.29,0.42,0.25,0.33
D6,22,102,57,0.62,0.9,0.56,0.81,0.32,0.0,0.42
D7,10,45,39,0.97,0.18,0.94,0.0,0.56,0.03,0.38
D1,18,176,53,0.2,0.68,0.27,0.33,0.39,0.36,0.64
D9,2,74,95,0.95,0.92,0.94,0.66,0.26,0.12,0.31
D3,6,86,36,0.54,0.54,0.8,0.91,0.9,0.02,0.57
D4,20,74,109,0.67,0.88,0.73,0.23,0.31,0.86,0.26
D10,13,50,103,0.1,0.12,0.79,0.54,0.7,0.27,0.23
D1,13,38,57,0.38,0.49,0.61,0.54,0.35,0.5,0.23
D11,21,100,57,0.77,0.46,0.24,0.87,0.44,0.18,0.36
D10,12,38,116,0.71,0.01,0.19,0.05,0.24,0.05,0.09
D3,11,39,42,0.04,0.44,0.87,0.42,0.75,0.74,0.32
D2,23,96,72,0.55,0.37,0.73,0.18,0.74,0.12,0.37
D2,8,140,97,0.09,0.67,0.21,0.02,0.02,0.03,0.3
D1,0,34,46,1.0,0.94,0.62,0.15,0.06,0.59,0.24
D8,18,183,99,0.9,0.09,0.45,0.98,0.92,0.01,0.42
D3,10,47,112,0.02,0.33,0.16,0.21,0.89,0.44,0.1
D3,22,23,51,0.86,0.44,0.53,0.94,0.51,0.29,0.18
D6,21,105,68,0.92,0.46,0.28,0.21,0.49,0.32,0.33
D8,22,53,126,0.35,0.77,0.1,0.93,0.81,0.0,0.09
D9,23,63,71,0.72,0.44,0.47,0.65,0.14,0.96,0.24
D9,21,59,126,0.44,0.03,0.59,0.11,0.65,0.52,0.19
D4,18,141,51,0.66,0.71,0.05,0.58,0.48,0.57,0.5
D5,17,157,59,0.34,0.88,0.4,0.32,0.74,0.67,0.55
D2,11,105,110,0.32,0.51,0.26,0.38,0.03,0.8,0.22
D11,22,109,96,0.42,0.58,0.03,0.44,0.59,0.61,0.21
D9,0,90,101,0.15,0.16,0.13,0.42,0.56,0.76,0.18
D8,18,213,61,0.83,0.22,0.14,0.66,0.84,0.45,0.65
D3,19,228,66,0.35,0.24,0.18,0.77,0.68,0.37,0.65
D11,16,111,39,0.4,0.43,0.8,0.33,0.88,0.82,0.65
D12,4,105,86,0.89,0.93,0.44,0.92,0.89,0.87,0.3
D9,2,116,115,0.5,0.52,0.15,0.94,0.41,0.14,0.21
D3,1,56,106,0.54,0.19,0.1,0.04,0.14,0.54,0.11
D9,2,110,93,0.96,0.27,0.3,0.01,0.63,0.68,0.27
D2,7,208,71,0.89,0.38,0.8,0.43,0.87,0.08,0.67
D12,15,113,69,0.17,0.62,0.36,0.59,0.07,0.93,0.36
D10,5,117,89,0.47,0.44,0.16,0.28,0.56,0.52,0.27
D9,12,117,77,0.97,0.39,0.4,0.26,0.11,0.65,0.35
D8,22,118,48,0.37,0.56,0.56,0.68,0.03,0.18,0.54
D9,21,91,62,0.37,0.24,0.03,0.6,0.68,0.26,0.27
D5,21,63,121,0.2,0.08,0.63,0.17,0.68,0.12,0.21
D11,15,56,118,0.11,0.02,0.4,0.88,0.6,0.26,0.16
D11,15,55,110,0.74,0.25,0.01,0.68,0.86,0.49,0.09
D2,2,107,50,0.77,0.09,0.67,0.36,0.08,0.83,0.5
D8,12,21,60,0.97,0.34,0.71,0.68,0.11,0.53,0.19
D12,13,116,59,0.77,0.77,0.63,0.11,0.86,0.24,0.47
D6,7,205,93,0.24,0.72,0.34,0.47,0.5,0.04,0.46
D8,11,31,80,0.04,0.61,0.53,0.17,0.27,0.62,0.17
D11,22,68,53,0.99,0.85,0.39,0.04,0.74,0.42,0.3
D5,22,43,89,0.34,0.28,0.7,0.34,0.89,0.98,0.21
D10,21,30,42,0.31,0.89,0.58,0.15,0.69,0.78,0.23
D2,20,110,101,0.91,0.4,0.08,0.63,0.79,0.81,0.21
D6,7,203,57,0.59,0.4,0.64,0.67,0.28,0.01,0.75
D5,20,83,49,0.21,0.41,0.69,0.15,0.29,0.78,0.43
D12,8,201,58,0.89,0.1,0.37,0.02,0.86,0.19,0.69
D12,0,90,107,0.99,0.98,0.88,0.79,0.61,0.59,0.31
D5,5,47,31,0.09,0.14,0.84,0.0,0.23,0.45,0.42
D1,22,62,37,0.86,0.34,0.18,0.34,0.52,0.57,0.33
D2,18,142,70,0.39,0.32,0.9,0.49,0.69,0.13,0.53
D8,22,111,64,0.52,0.07,0.44,0.82,0.22,0.46,0.39
D3,10,42,75,0.91,0.15,0.72,0.84,0.65,0.04,0.23
D10,10,34,31,0.97,0.04,0.81,0.72,0.04,0.04,0.34
D3,22,80,105,0.26,0.29,0.51,0.25,0.3,0.66,0.23
D8,12,83,81,0.21,0.87,0.4,0.72,0.67,0.95,0.26
D8,10,55,96,0.08,0.34,0.92,0.25,0.15,0.78,0.27
D2,17,198,52,0.56,0.12,0.23,0.21,0.22,0.47,0.72
D8,22,66,112,0.01,0.65,0.26,0.55,0.88,0.06,0.15
D11,14,21,73,0.41,1.0,0.36,0.68,0.67,0.05,0.12
D1,0,83,110,0.07,0.23,0.86,0.05,0.5,0.16,0.29
D6,20,97,57,0.41,0.28,0.94,0.06,0.21,0.98,0.48
D8,6,110,83,0.04,0.97,0.22,0.78,0.34,0.4,0.28
D3,22,93,96,0.84,0.18,0.86,0.86,0.57,0.84,0.33
D8,12,55,92,0.21,0.51,0.26,0.6,0.16,0.71,0.16
D12,11,44,115,0.33,0.24,0.97,0.43,0.48,0.61,0.25
D1,17,177,88,0.87,0.93,0.6,0.85,0.41,0.95,0.47
D11,23,66,123,0.75,0.98,0.01,0.73,0.48,0.23,0.1
D11,18,150,79,0.22,0.81,0.03,0.58,0.11,0.45,0.35
D9,14,111,60,0.07,0.31,0.15,0.32,0.11,0.86,0.36
D11,7,245,75,0.72,0.4,0.19,0.2,0.96,0.55,0.62
D9,18,236,71,0.39,0.24,0.77,0.42,0.98,0.25,0.74
D5,9,150,50,0.77,0.89,0.22,0.29,0.43,0.21,0.58
D10,6,56,106,0.45,0.91,0.97,0.34,0.79,0.75,0.27
D4,17,214,95,0.35,0.42,0.64,0.52,0.66,0.01,0.52
D11,15,28,46,0.45,0.66,0.69,0.17,0.12,0.91,0.23
D6,19,176,70,0.75,0.17,0.22,0.81,0.3,0.02,0.49
D12,5,114,88,0.9,0.43,0.89,0.15,0.31,0.63,0.4
D7,8,183,71,0.05,0.63,0.67,0.48,0.6,0.6,0.58
D5,20,31,93,0.52,0.39,0.86,0.75,0.58,0.58,0.22
D11,12,25,82,0.03,0.36,0.96,0.49,0.92,0.47,0.23
D10,20,35,119,0.47,0.0,0.13,0.36,0.79,0.85,0.08
D9,7,134,58,0.89,0.8,0.1,0.47,0.86,0.66,0.43
D3,15,65,43,0.36,0.89,0.8,0.85,0.89,0.78,0.41
D7,12,63,92,0.93,0.97,0.87,0.99,0.8,0.12,0.28
D10,12,113,81,0.63,0.72,0.58,0.63,0.33,0.05,0.36
D10,16,45,82,0.93,0.55,0.37,0.79,0.22,0.03,0.17
D11,22,48,48,0.76,0.27,0.65,0.01,0.57,0.15,0.3
D5,19,176,57,0.1,1.0,0.31,0.88,0.69,0.67,0.61
D7,4,42,64,0.23,0.59,0.24,0.95,0.39,0.49,0.16
D2,21,114,82,0.39,0.68,0.49,0.58,0.85,0.75,0.34
D4,20,118,125,0.17,0.68,0.22,0.75,0.96,0.19,0.21
D2,16,77,34,0.49,0.85,0.48,0.51,0.57,0.37,0.49
D12,8,145,66,0.47,0.01,0.96,0.29,0.46,0.89,0.57
D7,1,51,125,0.96,0.22,0.84,0.85,0.84,0.94,0.23
D2,17,181,69,0.43,0.67,0.94,0.6,0.02,0.92,0.64
D11,8,241,105,0.79,0.9,0.81,0.58,0.13,0.82,0.56
D1,5,85,113,0.94,0.69,0.35,0.66,0.85,0.69,0.2
D9,10,101,30,0.88,0.41,0.81,0.86,0.73,0.91,0.74
D1,5,77,122,0.21,0.36,0.92,0.73,0.42,0.71,0.28
D8,5,112,112,0.5,0.74,0.95,0.21,0.89,0.95,0.35
D2,12,63,35,0.35,0.74,0.68,0.47,0.35,0.02,0.44
D12,10,69,101,0.4,0.61,0.21,0.98,0.63,0.92,0.16
D8,13,107,49,0.36,0.29,0.04,0.55,0.63,0.56,0.4
D3,1,33,34,0.83,0.93,0.15,0.94,0.18,0.11,0.2
D6,7,170,89,0.45,0.55,0.97,0.81,0.28,0.21,0.52
D3,2,53,109,0.52,0.79,0.46,0.67,0.92,0.85,0.17
D7,22,64,100,0.98,0.21,0.85,0.35,0.18,0.51,0.27
D10,20,99,100,0.06,0.34,0.47,0.3,0.17,0.98,0.26
D9,2,46,107,0.49,0.87,0.66,0.64,0.48,0.12,0.2
D2,0,97,73,0.77,0.05,0.02,0.43,0.09,0.41,0.24
D12,23,52,62,0.15,0.51,0.25,0.8,0.89,0.33,0.2
D12,18,173,69,0.61,0.48,0.44,0.76,0.1,0.52,0.53
D5,17,246,96,0.24,0.75,0.63,0.31,0.62,0.63,0.58
D6,16,55,36,0.87,0.28,0.17,0.7,0.34,0.66,0.3
D4,19,161,97,0.33,0.22,0.76,0.49,0.8,0.0,0.44
D4,23,86,68,0.33,0.93,0.36,0.32,0.59,0.09,0.29
D4,12,112,53,0.6,0.57,0.82,0.41,0.39,0.04,0.53
D2,2,105,99,0.18,0.1,0.1,0.9,0.98,0.86,0.21
D4,0,107,116,0.28,0.19,0.68,0.36,0.07,0.31,0.29
D11,3,73,67,0.42,1.0,0.29,0.29,0.58,0.37,0.25
D1,12,93,109,0.35,0.2,0.8,0.35,0.99,0.45,0.3
D12,16,94,61,0.52,0.61,0.4,0.21,0.69,0.85,0.35
D6,10,64,90,0.6,0.42,0.67,0.54,0.74,0.01,0.25
D1,1,89,117,0.57,0.89,0.93,0.15,0.03,0.12,0.31
D10,15,116,82,0.65,0.76,0.02,0.82,0.02,0.69,0.26
D6,1,70,105,0.31,0.6,0.01,0.23,0.04,0.96,0.12
D1,18,185,76,0.13,0.01,0.77,0.6,0.99,0.64,0.58
D6,22,57,91,0.76,0.88,0.65,0.13,0.98,0.26,0.23
D10,18,147,94,0.85,0.44,0.29,0.98,0.33,0.52,0.33
D8,15,83,106,0.26,0.93,0.49,0.45,0.29,0.97,0.23
D11,21,49,78,0.41,0.5,0.04,0.82,0.15,0.53,0.12
D2,18,170,101,0.5,0.69,0.19,0.77,0.33,0.37,0.34
D2,8,142,83,0.53,0.07,0.42,0.71,0.37,0.38,0.38
D12,0,119,123,0.66,0.75,0.83,0.83,0.75,0.97,0.33
D4,9,154,51,0.04,0.34,0.48,0.1,0.87,0.72,0.63
D11,18,229,67,0.72,0.35,0.59,0.68,0.75,0.69,0.72
D3,0,24,48,0.06,0.12,0.87,0.27,0.65,0.23,0.25
D4,1,61,47,0.47,0.15,0.31,0.79,0.77,0.56,0.29
D12,15,51,50,0.83,0.19,0.7,0.96,0.74,0.36,0.31
D7,11,29,66,0.45,0.33,0.86,0.9,0.48,0.24,0.24
D11,7,178,71,0.15,0.89,0.2,0.11,0.34,0.9,0.49
D1,22,32,84,0.99,0.37,0.36,0.37,0.28,0.38,0.13
D6,17,146,58,0.89,0.72,0.98,0.36,0.68,0.28,0.63
D3,1,107,73,0.77,0.08,0.98,0.12,0.96,0.93,0.44
D11,12,97,75,0.41,0.59,0.22,0.1,0.58,0.2,0.27
D10,5,27,66,0.18,0.48,0.07,0.38,0.91,0.75,0.09
D7,20,38,92,0.94,0.98,0.27,0.99,0.01,0.65,0.12
D10,5,111,75,0.53,0.85,0.4,0.57,0.79,0.92,0.34
D2,8,234,79,0.85,0.45,0.44,0.62,0.85,0.83,0.61
D2,15,90,55,0.34,0.78,0.62,0.47,0.63,0.71,0.41
D4,10,65,75,0.34,0.19,0.9,0.66,0.93,0.31,0.32
D1,6,94,43,0.99,0.56,0.33,0.96,0.59,0.5,0.45
D3,9,214,57,0.52,0.07,0.85,0.59,0.24,0.94,0.83
D9,9,132,77,0.14,0.35,0.09,0.07,0.22,0.02,0.32
D7,19,158,72,0.22,0.23,0.04,0.49,0.56,0.79,0.4
D7,17,147,84,0.48,0.72,0.5,0.99,0.91,0.25,0.41
D11,23,96,105,0.04,0.49,0.06,0.39,0.07,0.19,0.18
D4,19,176,99,0.46,0.75,0.39,0.59,0.6,0.23,0.39
D2,8,134,88,0.42,0.52,0.9,0.11,0.77,0.06,0.44
D4,14,94,88,0.78,0.09,0.24,0.14,0.12,0.99,0.24
D6,3,94,88,0.35,0.74,0.71,0.87,0.12,0.87,0.32
D11,7,240,91,0.98,0.83,0.3,0.3,0.37,0.52,0.53
D11,8,176,80,0.18,0.9,0.04,0.31,0.27,0.72,0.4
D3,12,114,42,0.59,0.57,0.56,0.39,0.2,0.56,0.58
D1,8,207,98,0.09,0.75,0.83,0.97,0.2,0.81,0.53
D12,3,108,62,0.73,0.75,0.41,0.08,0.13,0.84,0.39
D8,16,116,91,0.99,0.16,0.62,0.82,0.61,0.23,0.34
D12,15,98,45,0.82,0.16,0.9,0.34,0.69,0.46,0.55
D5,14,63,87,0.56,0.07,0.79,0.85,0.7,0.63,0.27
D5,2,25,118,0.48,0.32,0.19,0.99,0.53,0.98,0.07
D11,19,144,53,0.84,0.47,0.73,0.35,0.95,0.68,0.62
D4,4,75,93,0.94,1.0,0.5,0.13,0.88,0.9,0.24
D6,22,87,123,0.99,0.43,0.75,0.14,0.96,0.85,0.26
D3,4,53,120,0.4,0.73,0.49,0.76,0.39,0.58,0.17
D9,19,224,105,0.99,0.69,0.13,0.14,0.88,0.89,0.41
D5,14,51,38,0.16,0.2,0.57,0.26,0.76,0.38,0.34
D3,17,192,90,0.25,0.06,0.49,0.2,0.34,0.38,0.47
D11,14,91,107,0.09,0.55,0.52,0.36,0.11,0.78,0.25
D1,1,52,116,0.27,0.7,0.88,0.07,0.68,0.13,0.24
D10,12,40,84,0.77,1.0,0.89,0.86,0.14,0.31,0.25
D12,3,95,86,0.85,0.36,0.45,0.86,0.29,0.61,0.28
D6,9,131,62,0.78,0.9,0.46,0.41,0.5,0.42,0.46
D2,12,23,113,0.63,0.38,0.52,0.61,0.68,0.94,0.13
D3,9,179,100,0.51,0.69,0.52,0.64,0.93,0.96,0.42
D1,8,177,108,0.71,0.6,0.95,0.75,0.59,0.5,0.47
D9,7,207,79,0.39,0.05,0.65,0.52,0.67,0.54,0.59
D8,2,48,37,0.84,0.08,0.28,0.51,0.31,0.72,0.28
D12,15,31,70,0.68,0.02,0.53,0.63,0.69,0.46,0.18
D2,13,45,79,0.7,0.37,0.63,0.7,0.44,0.19,0.22
D12,8,131,104,0.54,0.75,0.64,0.35,0.86,0.75,0.34
D11,20,75,43,0.89,0.17,0.59,0.33,0.39,0.74,0.42
D8,10,25,124,0.25,0.61,0.18,0.27,0.47,0.24,0.07
D12,2,100,118,0.38,0.29,0.03,0.55,0.43,0.83,0.16
D9,4,80,125,0.78,0.8,0.34,0.36,0.81,0.61,0.18
D1,9,141,98,0.49,0.8,0.43,0.54,0.95,0.24,0.34
D5,12,32,48,0.89,0.78,0.06,0.41,0.33,0.65,0.13
D8,3,63,118,0.35,0.52,0.81,0.84,0.48,0.23,0.24
D11,23,114,88,0.37,0.28,0.34,0.07,0.71,0.27,0.3
D2,12,56,54,0.89,0.81,0.91,0.57,0.9,0.85,0.35
D4,11,35,67,0.46,0.19,0.15,0.58,0.49,0.93,0.12
D7,4,62,116,0.52,0.29,0.06,0.38,0.11,0.26,0.11
D3,9,143,55,0.33,0.18,0.48,0.42,0.37,0.93,0.55
D12,23,108,52,0.28,0.67,0.19,0.8,0.55,0.24,0.41
D5,8,189,92,0.66,0.69,0.94,0.28,0.42,0.12,0.54
D8,19,141,62,0.12,0.65,0.01,0.87,0.19,0.06,0.41
D12,6,119,127,0.88,0.42,0.41,0.9,0.04,0.24,0.24
D10,1,25,92,0.78,0.1,0.93,0.65,0.69,0.39,0.22
D3,21,57,79,0.19,0.91,0.38,0.77,0.99,0.93,0.2
D4,23,71,69,0.69,0.51,0.09,0.61,0.92,0.24,0.2
D9,22,27,90,0.6,0.41,0.3,0.53,0.68,0.37,0.11
D7,6,27,126,0.18,0.59,0.5,0.97,0.84,0.73,0.13
D1,7,163,93,0.27,0.19,0.19,0.28,0.26,0.3,0.35
D12,6,98,129,0.41,0.13,0.47,0.15,0.62,0.68,0.22
D4,20,79,86,0.7,0.41,0.84,0.29,0.06,0.43,0.32
D4,22,118,75,0.64,0.23,0.87,0.61,0.71,0.2,0.44
D9,13,41,116,0.53,0.24,0.05,0.19,0.97,0.73,0.07
D6,18,169,94,0.77,0.89,0.16,0.91,0.86,0.03,0.35
D9,4,74,80,0.76,0.53,0.28,0.41,0.53,0.29,0.22
D12,22,105,34,0.62,0.48,0.59,0.85,0.79,0.36,0.65
D6,17,224,62,0.79,0.69,0.36,0.25,0.94,0.46,0.71
D6,19,157,107,0.33,0.95,0.84,0.31,0.22,0.68,0.42
D5,11,103,126,0.88,0.11,0.72,0.06,0.79,0.46,0.28
D5,22,99,91,0.61,0.83,0.1,0.26,0.27,0.59,0.21
D2,16,112,116,0.82,0.58,0.62,0.49,0.88,0.6,0.29
D8,12,43,127,0.55,0.15,0.11,0.95,0.1,0.37,0.08
D8,1,26,67,0.22,0.3,0.26,0.39,0.18,0.93,0.12
D11,12,56,97,0.54,0.48,0.18,0.64,0.72,0.96,0.14
D1,6,117,71,0.37,0.69,0.17,0.43,0.17,0.58,0.33
D8,9,215,54,0.7,0.24,0.62,0.05,0.16,0.07,0.82
D5,22,83,79,0.48,0.53,0.56,0.5,0.56,0.49,0.29
D2,5,106,44,0.84,0.68,0.18,0.07,0.83,0.18,0.46
D2,2,114,102,0.68,0.45,0.99,0.88,0.27,0.48,0.38
D6,2,72,54,0.68,0.86,0.42,0.75,0.84,0.19,0.31
D11,17,218,98,0.22,0.87,0.1,0.38,0.81,0.7,0.42
D9,10,104,38,0.98,0.47,0.12,0.64,0.58,0.08,0.51
D1,21,57,51,0.84,0.97,0.58,0.11,0.65,0.95,0.31
D12,19,236,72,0.79,0.08,0.98,0.7,0.04,0.2,0.77
D6,4,68,97,0.33,0.0,0.57,0.82,0.37,0.66,0.23
D9,18,222,64,0.54,0.38,0.95,0.82,0.26,0.92,0.79
D8,21,84,83,0.14,0.6,0.44,0.28,0.15,0.25,0.26
